Special Number,Month,Season,Total Weight,Recycle,Non-Recycle,Blue Net,Latitude,Longitude,Orientation,WindDirection,WindSpeed,Sediment,WidthLength,Coastline cleaned,Road Network,Tourist Business,Region
1344,6,Summer,7,0,7,0,38.02585,24.267086,South,N,3.0,Mixed,71,24,0,0,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1345,6,Summer,23,0,23,0,38.035733,24.310919,South,N,3.0,Pebbles,656,104,1,0,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1346,6,Summer,55,0,55,0,38.038914,24.318269,South,N,3.0,Mixed,3700,460,1,1,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1347,6,Summer,22,2,20,0,38.044258,24.321508,South,N,3.0,Sand,90,45,1,1,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1348,6,Summer,5,0,5,0,38.047764,24.320817,South,N,3.0,Mixed,123,16,1,1,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1349,6,Summer,7,0,7,0,38.048883,24.318603,South,N,3.0,Mixed,385,40,1,1,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1350,6,Summer,8,0,8,0,38.049158,24.316536,South,N,3.0,Mixed,265,37,1,1,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1353,6,Summer,8,0,8,0,38.055586,24.313736,South,N,3.0,Mixed,490,100,1,0,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1355,6,Summer,10,0,10,0,38.062044,24.312444,South,N,3.0,Mixed,7560,690,1,1,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1356,6,Summer,7,0,7,0,38.065269,24.309128,South,N,3.0,Sand,390,70,1,0,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1357,6,Summer,20,0,20,0,38.070969,24.302053,South,N,3.0,Mixed,13050,1305,1,0,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1358,6,Summer,35,5,30,0,38.071072,24.294936,South,N,3.0,Mixed,148,23,1,0,27. ΕΥΒΟΙΑ 2η ΦΟΡΑ
1359,6,Summer,165,5,160,0,37.651917,24.104244,South,NW,2.0,Mixed,660,88,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1360,6,Summer,155,5,150,0,37.656581,24.10295,West,NW,2.0,Mixed,112,10,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1361,6,Summer,140,10,130,0,37.657553,24.102958,West,NW,2.0,Mixed,95,16,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1363,6,Summer,25,5,20,0,37.660867,24.103042,West,S,4.0,Mixed,260,32,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1364,6,Summer,165,15,150,0,37.661661,24.102997,West,S,4.0,Mixed,83,18,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1368,6,Summer,175,15,160,0,37.674903,24.104369,West,S,4.0,Mixed,150,17,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1369,6,Summer,145,5,140,0,37.686364,24.108525,West,S,4.0,Mixed,893,72,0,1,28. ΜΑΚΡΟΝΗΣΟΣ
1370,6,Summer,255,5,250,0,37.689414,24.109983,West,S,4.0,Pebbles,247,45,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1371,6,Summer,4,1,3,0,37.690822,24.110728,West,S,4.0,Mixed,10,8,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1373,6,Summer,265,35,230,0,37.696406,24.113122,West,S,4.0,Pebbles,44,17,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1374,6,Summer,16,4,12,0,37.698153,24.115033,West,S,4.0,Pebbles,125,15,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1375,6,Summer,10,0,10,0,37.699319,24.115386,West,S,4.0,Mixed,86,17,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1376,6,Summer,30,0,30,0,37.700675,24.1155,West,S,4.0,Mixed,167,32,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1377,6,Summer,178,8,170,0,37.702839,24.116378,West,S,4.0,Mixed,300,48,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1378,6,Summer,62,2,60,0,37.704736,24.117339,West,S,4.0,Mixed,157,20,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1379,6,Summer,15,0,15,0,37.707189,24.117889,West,S,4.0,Mixed,172,40,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1380,6,Summer,63,3,60,0,37.709297,24.118342,West,NW,2.0,Mixed,44,7,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1381,6,Summer,32,2,30,0,37.711156,24.119572,West,NW,2.0,Mixed,210,40,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1383,6,Summer,145,5,140,0,37.712928,24.120364,West,NW,2.0,Mixed,128,17,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1384,6,Summer,22,2,20,0,37.715139,24.120967,West,NW,2.0,Mixed,20,10,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1385,6,Summer,63,3,60,0,37.716675,24.121444,West,NW,2.0,Rocky,10,5,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1386,6,Summer,2,0,2,0,37.718408,24.121778,West,NW,2.0,Mixed,32,32,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1387,6,Summer,9,0,9,0,37.719608,24.122814,West,NW,2.0,Mixed,61,15,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1389,6,Summer,20,5,15,0,37.722967,24.12335,West,NW,2.0,Mixed,304,47,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1390,6,Summer,40,5,35,0,37.726136,24.123242,West,NW,2.0,Mixed,246,24,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1392,6,Summer,259,15,244,0,37.73115,24.125514,West,NW,2.0,Mixed,200,20,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1393,6,Summer,6,0,6,0,37.734181,24.126969,West,Calm,0.0,Mixed,103,16,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1394,6,Summer,10,0,10,0,37.736178,24.127647,West,Calm,0.0,Mixed,50,12,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1395,6,Summer,5,0,5,0,37.737589,24.1282,West,Calm,0.0,Mixed,105,18,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1396,6,Summer,17,2,15,0,37.738942,24.128783,West,Calm,0.0,Mixed,240,22,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1397,6,Summer,10,0,10,0,37.734794,24.148625,East,Calm,0.0,Mixed,3505,95,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1399,6,Summer,12,0,12,0,37.729731,24.149844,East,Calm,0.0,Mixed,275,17,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1401,6,Summer,12,0,12,0,37.720314,24.145739,East,Calm,0.0,Sand,740,80,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1402,6,Summer,173,3,170,0,37.717047,24.140156,East,Calm,0.0,Mixed,6414,185,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1405,6,Summer,151,1,150,0,37.690197,24.128506,East,Calm,0.0,Mixed,640,40,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1406,6,Summer,757,2,755,0,37.690408,24.125964,East,Calm,0.0,Mixed,1280,75,0,0,28. ΜΑΚΡΟΝΗΣΟΣ
1409,6,Summer,133,3,130,0,37.670492,24.974706,East,SW,2.0,Mixed,154,24,1,0,29. ΤΗΝΟΣ
1410,6,Summer,62,2,60,0,37.673786,24.977375,East,SW,2.0,Mixed,586,29,1,0,29. ΤΗΝΟΣ
1411,6,Summer,122,2,120,0,37.676878,24.981956,East,SW,2.0,Mixed,777,45,0,0,29. ΤΗΝΟΣ
1412,6,Summer,7013,363,6650,0,37.668467,24.981575,North,SW,2.0,Mixed,890,108,0,0,29. ΤΗΝΟΣ
1413,6,Summer,55,5,50,0,37.666053,24.993286,North,SW,4.0,Mixed,50,9,0,0,29. ΤΗΝΟΣ
1414,6,Summer,2015,55,1960,0,37.663956,24.999608,North,SW,4.0,Mixed,1280,198,0,0,29. ΤΗΝΟΣ
1416,6,Summer,23,3,20,0,37.666817,25.00065,North,SW,3.0,Sand,167,22,1,0,29. ΤΗΝΟΣ
1419,6,Summer,110,10,100,0,37.671681,25.014303,North,SW,3.0,Mixed,433,30,1,0,29. ΤΗΝΟΣ
1420,6,Summer,1204,67,1137,0,37.670642,25.016636,North,SW,3.0,Mixed,1625,55,0,0,29. ΤΗΝΟΣ
1421,6,Summer,9,0,9,0,37.668556,25.035511,North,W,3.0,Rocky,70,36,0,0,29. ΤΗΝΟΣ
1422,6,Summer,9,0,9,0,37.666406,25.052192,North,W,3.0,Pebbles,113,10,0,0,29. ΤΗΝΟΣ
1424,6,Summer,30,5,25,0,37.659653,25.060969,North,W,3.0,Mixed,2092,110,0,0,29. ΤΗΝΟΣ
1425,6,Summer,103,3,100,0,37.659786,25.05675,North,W,3.0,Sand,3563,107,1,0,29. ΤΗΝΟΣ
1427,6,Summer,151,10,141,0,37.653292,25.050025,North,W,3.0,Mixed,2193,183,1,1,29. ΤΗΝΟΣ
1428,6,Summer,11,2,9,0,37.647675,25.058503,North,W,3.0,Mixed,8854,222,1,1,29. ΤΗΝΟΣ
1429,6,Summer,440,40,400,0,37.647283,25.070194,North,Calm,0.0,Pebbles,321,17,0,0,29. ΤΗΝΟΣ
1430,6,Summer,2725,130,2595,0,37.639144,25.079594,North,Calm,0.0,Pebbles,2800,304,0,0,29. ΤΗΝΟΣ
1431,6,Summer,1227,110,1117,0,37.643503,25.092969,North,W,2.0,Pebbles,3189,360,0,0,29. ΤΗΝΟΣ
1433,6,Summer,8,0,8,0,37.643039,25.127594,North,N,3.0,Pebbles,520,27,0,0,29. ΤΗΝΟΣ
1434,6,Summer,690,170,520,0,37.639931,25.128356,North,N,3.0,Sand,8370,140,0,0,29. ΤΗΝΟΣ
1435,6,Summer,205,5,20,180,37.644817,24.993114,South,N,4.0,Mixed,218,42,0,0,29. ΤΗΝΟΣ
1437,6,Summer,155,10,40,105,37.638592,25.003281,South,N,4.0,Mixed,118,20,0,0,29. ΤΗΝΟΣ
1438,6,Summer,165,10,65,90,37.634558,25.007283,South,N,3.0,Pebbles,1143,80,0,0,29. ΤΗΝΟΣ
1440,6,Summer,130,5,55,70,37.632242,25.013056,South,N,3.0,Pebbles,470,75,0,0,29. ΤΗΝΟΣ
1443,6,Summer,500,5,340,155,37.622653,25.029778,South,N,3.0,Mixed,1664,115,0,0,29. ΤΗΝΟΣ
1445,6,Summer,185,10,120,55,37.608475,25.048867,South,N,3.0,Mixed,92,18,0,0,29. ΤΗΝΟΣ
1446,6,Summer,9,0,9,0,37.603208,25.055056,South,N,3.0,Pebbles,1348,95,0,0,29. ΤΗΝΟΣ
1447,6,Summer,9,3,6,0,37.596606,25.061069,South,N,3.0,Mixed,152,17,0,0,29. ΤΗΝΟΣ
1449,7,Summer,168,8,120,40,37.415292,25.212431,West,NNW,4.0,Mixed,3938,234,0,0,30. ΡΗΝΕΙΑ
1450,7,Summer,104,4,100,0,37.412789,25.213267,West,NNW,4.0,Mixed,1168,166,0,0,30. ΡΗΝΕΙΑ
1451,7,Summer,102,3,79,20,37.405239,25.214325,West,NNW,4.0,Mixed,2610,146,0,0,30. ΡΗΝΕΙΑ
1452,7,Summer,12,3,9,0,37.402861,25.216144,West,NNW,4.0,Pebbles,382,44,0,0,30. ΡΗΝΕΙΑ
1453,7,Summer,7,0,7,0,37.400222,25.216378,West,NNW,4.0,Pebbles,155,25,0,0,30. ΡΗΝΕΙΑ
1456,7,Summer,142,7,100,35,37.404078,25.226544,West,NNW,4.0,Mixed,913,124,0,0,30. ΡΗΝΕΙΑ
1458,7,Summer,119,4,100,15,37.418553,25.204675,West,NNW,4.0,Pebbles,335,21,0,0,30. ΡΗΝΕΙΑ
1459,7,Summer,89,4,85,0,37.417219,25.205911,West,NNW,4.0,Pebbles,537,73,0,0,30. ΡΗΝΕΙΑ
1460,7,Summer,7,0,7,0,37.411344,25.211642,West,NNW,4.0,Pebbles,144,38,0,0,30. ΡΗΝΕΙΑ
1461,7,Summer,9,0,9,0,37.409397,25.214028,West,NNW,4.0,Pebbles,414,92,0,0,30. ΡΗΝΕΙΑ
1462,7,Summer,11,2,9,0,37.407911,25.213733,West,NNW,4.0,Pebbles,228,53,0,0,30. ΡΗΝΕΙΑ
1463,7,Summer,9,0,9,0,37.401783,25.229819,West,NNW,4.0,Mixed,2147,247,0,0,30. ΡΗΝΕΙΑ
1464,7,Summer,9,0,9,0,37.40045,25.231886,West,NNW,4.0,Pebbles,648,85,0,0,30. ΡΗΝΕΙΑ
1465,7,Summer,127,3,124,0,37.397858,25.233558,West,NNW,4.0,Pebbles,636,92,0,0,30. ΡΗΝΕΙΑ
1466,7,Summer,8,0,8,0,37.396122,25.234144,West,NNW,4.0,Pebbles,196,35,0,0,30. ΡΗΝΕΙΑ
1467,7,Summer,52,2,50,0,37.395375,25.234447,West,NNW,4.0,Pebbles,177,46,0,0,30. ΡΗΝΕΙΑ
1469,7,Summer,85,5,80,0,37.391814,25.234414,West,NNW,4.0,Sand,1434,304,0,0,30. ΡΗΝΕΙΑ
1470,7,Summer,59,4,50,5,37.388728,25.231531,West,NNW,3.0,Mixed,390,37,0,0,30. ΡΗΝΕΙΑ
1471,7,Summer,34,4,30,0,37.387906,25.229475,West,NNW,3.0,Pebbles,503,83,0,0,30. ΡΗΝΕΙΑ
1472,7,Summer,32,2,30,0,37.384797,25.227639,West,NNW,3.0,Pebbles,102,43,0,0,30. ΡΗΝΕΙΑ
1473,7,Summer,55,0,40,15,37.383853,25.2266,West,NNW,3.0,Pebbles,260,35,0,0,30. ΡΗΝΕΙΑ
1474,7,Summer,42,2,40,0,37.428181,25.200147,West,NNW,3.0,Pebbles,338,90,0,0,30. ΡΗΝΕΙΑ
1475,7,Summer,125,15,100,10,37.431175,25.204722,North,NNW,3.0,Mixed,505,65,0,0,30. ΡΗΝΕΙΑ
1476,7,Summer,7,0,7,0,37.432056,25.206033,North,NNW,3.0,Mixed,19,5,0,0,30. ΡΗΝΕΙΑ
1477,7,Summer,95,15,70,10,37.429483,25.205556,North,NNW,3.0,Sand,1920,180,0,0,30. ΡΗΝΕΙΑ
1478,7,Summer,61,3,48,10,37.426483,25.209053,North,NNW,3.0,Sand,1414,115,0,0,30. ΡΗΝΕΙΑ
1479,7,Summer,190,15,175,0,37.425775,25.21215,North,NNW,2.0,Pebbles,744,78,0,0,30. ΡΗΝΕΙΑ
1482,7,Summer,5,0,5,0,37.413047,25.237344,East,NNW,2.0,Sand,756,91,0,0,30. ΡΗΝΕΙΑ
1483,7,Summer,486,20,351,115,37.410597,25.238556,East,NNW,2.0,Sand,1037,228,0,0,30. ΡΗΝΕΙΑ
1485,7,Summer,9,0,9,0,37.408119,25.234747,East,NNW,5.0,Sand,440,93,0,0,30. ΡΗΝΕΙΑ
1489,7,Summer,9,0,9,0,37.379039,25.248422,South,NNW,5.0,Sand,1388,77,0,0,30. ΡΗΝΕΙΑ
1492,7,Summer,20,0,20,0,37.380428,25.242367,South,NNW,5.0,Mixed,510,52,0,0,30. ΡΗΝΕΙΑ
1493,7,Summer,60,0,30,30,37.381378,25.240919,South,NNW,5.0,Sand,583,70,0,0,30. ΡΗΝΕΙΑ
1494,7,Summer,175,5,110,60,37.386103,25.240558,South,NNW,5.0,Sand,1453,210,0,0,30. ΡΗΝΕΙΑ
1495,7,Summer,75,0,55,20,37.384911,25.237456,South,NNW,5.0,Pebbles,1307,205,0,0,30. ΡΗΝΕΙΑ
1496,7,Summer,5,0,5,0,37.380911,25.235425,South,NNW,5.0,Pebbles,494,58,0,0,30. ΡΗΝΕΙΑ
1498,7,Summer,9,0,9,0,37.38795,25.254683,East,NNW,5.0,Sand,270,50,0,0,30. ΡΗΝΕΙΑ
1500,7,Summer,157,5,72,80,37.394283,25.255703,East,NNW,5.0,Mixed,530,70,0,0,30. ΡΗΝΕΙΑ
1501,7,Summer,185,5,100,80,37.380911,25.235425,South,NNW,5.0,Pebbles,494,58,0,0,30. ΡΗΝΕΙΑ
1504,7,Summer,60,0,30,30,37.373547,25.224839,South,NNW,5.0,Pebbles,500,85,0,0,30. ΡΗΝΕΙΑ
1505,7,Summer,9,0,9,0,37.370747,25.220617,South,NNW,5.0,Pebbles,457,67,0,0,30. ΡΗΝΕΙΑ
1506,7,Summer,70,0,70,0,37.398833,25.233603,East,NNW,5.0,Sand,702,71,0,0,30. ΡΗΝΕΙΑ
1507,7,Summer,200,0,165,35,37.397617,25.235242,East,NNW,5.0,Pebbles,720,131,0,0,30. ΡΗΝΕΙΑ
1510,7,Summer,48,8,40,0,37.392992,25.238006,East,NNW,2.0,Pebbles,85,16,0,0,30. ΡΗΝΕΙΑ
1511,7,Summer,567,27,400,140,37.391858,25.240597,East,NNW,2.0,Sand,5646,330,0,0,30. ΡΗΝΕΙΑ
1512,7,Summer,20,5,15,0,37.394025,25.24165,East,NNW,5.0,Mixed,450,72,0,0,30. ΡΗΝΕΙΑ
1513,7,Summer,9,0,9,0,37.395317,25.242806,East,NNW,5.0,Pebbles,220,45,0,0,30. ΡΗΝΕΙΑ
1514,7,Summer,286,15,221,50,37.393419,25.243464,East,NNW,5.0,Sand,1168,120,0,0,30. ΡΗΝΕΙΑ
1515,7,Summer,155,0,90,65,37.373286,25.218281,West,NNW,5.0,Pebbles,56,12,0,0,30. ΡΗΝΕΙΑ
1517,7,Summer,530,95,435,0,39.009014,23.1571,North,NW,2.0,Mixed,13645,620,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1518,7,Summer,775,175,600,0,39.009269,23.153172,North,E,2.0,Mixed,8136,320,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1519,7,Summer,830,80,750,0,39.007258,23.150042,North,E,2.0,Mixed,5494,310,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1520,7,Summer,600,115,485,0,39.006517,23.147806,North,S,2.0,Mixed,4388,386,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1521,7,Summer,625,130,495,0,39.006947,23.141161,North,NE,4.0,Mixed,6560,590,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1522,7,Summer,950,85,865,0,39.007761,23.136233,North,ESE,4.0,Mixed,6615,447,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1523,7,Summer,1102,105,997,0,39.007922,23.130317,North,SE,2.0,Mixed,9277,553,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1524,7,Summer,890,90,800,0,39.004161,23.126406,North,SE,2.0,Mixed,7364,463,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1525,7,Summer,425,20,405,0,38.984403,23.0966,North,SE,2.0,Mixed,32463,1500,1,1,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1526,7,Summer,135,0,135,0,38.980122,23.090881,North,Calm,0.0,Sand,18908,520,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1527,7,Summer,70,0,70,0,38.960639,23.088575,North,Calm,0.0,Mixed,4200,703,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1528,7,Summer,145,0,145,0,38.944439,23.084233,North,Calm,0.0,Mixed,795,265,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1529,7,Summer,35,5,30,0,38.943519,23.083306,North,Calm,0.0,Sand,408,102,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1530,7,Summer,35,5,30,0,38.940939,23.081706,North,Calm,0.0,Mixed,1040,260,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1531,7,Summer,140,5,135,0,38.938939,23.076942,North,Calm,0.0,Sand,4160,520,1,1,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1532,7,Summer,20,5,15,0,38.940406,23.064189,North,Calm,0.0,Mixed,103,53,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1533,7,Summer,20,5,15,0,38.940978,23.062856,North,Calm,0.0,Mixed,28,10,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1535,7,Summer,221,10,211,0,38.943225,23.049381,North,Calm,0.0,Mixed,2428,475,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1536,7,Summer,9,0,9,0,38.936186,23.03435,North,Calm,0.0,Mixed,5222,290,1,1,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1537,7,Summer,90,0,90,0,38.925867,23.034219,North,SE,1.0,Mixed,2925,585,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1538,7,Summer,390,35,340,15,38.92175,23.026411,North,SE,1.0,Mixed,330,106,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1539,7,Summer,65,10,55,0,38.919103,23.021794,North,Calm,0.0,Sand,330,148,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1540,7,Summer,257,102,150,5,38.918744,23.018439,North,Calm,0.0,Sand,2600,500,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1541,7,Summer,643,93,495,55,38.917881,23.012794,North,Calm,0.0,Sand,3900,292,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1542,7,Summer,340,35,305,0,38.916678,23.010475,North,SE,2.0,Sand,3392,424,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1543,7,Summer,110,10,100,0,38.9147,23.008756,North,SE,2.0,Mixed,280,50,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1544,7,Summer,255,10,245,0,38.913111,23.008792,North,SE,2.0,Mixed,368,368,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1545,7,Summer,200,0,200,0,38.909231,23.007447,North,SW,1.0,Mixed,6065,392,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1546,7,Summer,470,95,375,0,38.904267,22.979092,North,SW,1.0,Mixed,830,186,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1547,7,Summer,70,10,60,0,38.903347,22.975717,North,SW,1.0,Pebbles,110,55,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1548,7,Summer,35,5,30,0,38.901844,22.967192,North,SW,1.0,Pebbles,82,30,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1549,7,Summer,70,10,60,0,38.879303,22.904317,North,SW,1.0,Pebbles,35,20,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1550,7,Summer,420,20,400,0,38.876936,22.902878,North,SW,1.0,Mixed,2180,230,1,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1551,7,Summer,595,10,585,0,38.877378,22.898583,North,SW,1.0,Pebbles,310,140,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1552,7,Summer,150,20,130,0,38.877186,22.882986,North,ESE,2.0,Mixed,2870,410,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1553,7,Summer,625,55,570,0,38.877128,22.876064,North,Calm,0.0,Pebbles,1795,230,0,0,31. ΕΥΒΟΙΑ 3η ΦΟΡΑ
1554,7,Summer,80,10,70,0,39.173469,23.420044,North,Calm,0.0,Mixed,350,50,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1555,7,Summer,14,5,9,0,39.171739,23.414539,North,Calm,0.0,Mixed,150,30,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1556,7,Summer,50,10,40,0,39.170869,23.412364,North,Calm,0.0,Mixed,300,60,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1557,7,Summer,56,10,46,0,39.169394,23.410781,North,Calm,0.0,Mixed,78,26,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1558,7,Summer,190,55,135,0,39.169419,23.400017,North,Calm,0.0,Mixed,245,49,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1561,8,Summer,205,5,200,0,39.167714,23.409469,North,Calm,0.0,Sand,8172,227,1,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1562,8,Summer,47,0,47,0,39.15415,23.391094,West,Calm,0.0,Mixed,310,62,1,1,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1564,8,Summer,105,5,100,0,39.144794,23.3921,West,Calm,0.0,Mixed,50,10,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1567,8,Summer,23,0,8,15,39.142131,23.394592,South,Calm,0.0,Mixed,384,64,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1571,8,Summer,4,0,0,4,39.141422,23.413589,South,Calm,0.0,Sand,686,98,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1574,8,Summer,155,5,150,0,39.120644,23.495869,West,SW,2.0,Sand,11394,422,0,1,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1575,8,Summer,210,10,200,0,39.126108,23.495981,West,SW,2.0,Sand,3854,94,0,1,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1576,8,Summer,58,5,50,3,39.118578,23.494933,West,SW,2.0,Mixed,880,110,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1577,8,Summer,17,2,15,0,39.119433,23.5036,East,SW,2.0,Mixed,3300,330,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1579,8,Summer,5,0,5,0,39.127303,23.502156,East,SW,2.0,Mixed,490,70,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1580,8,Summer,23,3,20,0,39.130522,23.498383,North,SW,2.0,Sand,16000,400,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1583,8,Summer,5,0,5,0,39.133431,23.447519,South,ESE,2.0,Mixed,84,12,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1585,8,Summer,3,0,3,0,39.132306,23.447939,South,ESE,2.0,Mixed,30,10,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1586,8,Summer,3,0,3,0,39.129947,23.449933,South,ESE,2.0,Mixed,301,43,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1587,8,Summer,2,0,2,0,39.129489,23.454767,South,ESE,2.0,Mixed,1562,142,0,1,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1588,8,Summer,2,0,2,0,39.128847,23.462017,South,ESE,2.0,Mixed,245,35,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1589,8,Summer,2,0,2,0,39.135247,23.462536,East,ESE,2.0,Mixed,148,37,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1594,8,Summer,8,0,8,0,39.161728,23.483831,South,NE,2.0,Mixed,310,62,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1595,8,Summer,15,0,15,0,39.161197,23.4846,South,NE,2.0,Mixed,360,45,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
1597,8,Summer,1,0,1,0,39.162286,23.501683,West,NE,2.0,Mixed,115,23,0,0,32. ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ)
