Days of Operations,Special Number,Date,Beaches,Name of Beach,Total Weight,Recycle,Non-Recycle,Blue Net,Coordinates,Orientation,Sediment,WidthLength,Coastline of Clean Beach,Coastline cleaned,Finds/Comments,Beaches complete,Beaches check clean,Road Network,Tourist Business,source_file,source_row,Region,site_id,Month,Season,Latitude,Longitude,WindDirection,WindSpeed
,822.0,2020-02-24,ΑΤΤΙΚΉ ΠΑΡΑΛΊΑ 66,ΠΑΡΑΛΊΑ ΜΑΡΚΌΠΟΥΛΟΣ ΟΡΩΠΟΎ,22.0,2.0,20.0,0.0," 38°19'35.93""N, 23°48'19.87""E",North,Pebbles,19656.0,,887.0,,1.0,0.0,1,1,Typhoon1,909,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,822,2,Winter,38.326647,23.805519,SE,2.0
153,823.0,2020-02-25,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 67,ΠΑΡΑΛΊΑ ΜΑΝΊΚΑ,40.0,4.0,36.0,0.0," 38°24'1.84""N, 23°39'0.42""E",South,Sand,4508.0,,215.0,,1.0,0.0,1,1,Typhoon1,910,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,823,2,Winter,38.400511,23.650117,Calm,0.0
,824.0,2020-02-25,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 68,ΠΑΡΑΛΊΑ ΒΊΛΕΣ,5.0,1.0,4.0,0.0," 38°24'34.40""N, 23°41'9.38""E",South,Mixed,1533.0,,219.0,,1.0,0.0,1,0,Typhoon1,911,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,824,2,Winter,38.409556,23.685939,Calm,0.0
,825.0,2020-02-25,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 69,ΠΑΡΑΛΊΑ ΚΑΪΜΈΤΙ,0.0,0.0,0.0,0.0," 38°24'39.84""N, 23°42'30.59""E",South,,,,,,0.0,1.0,,,Typhoon1,912,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,825,2,Winter,38.411067,23.708497,Calm,0.0
,826.0,2020-02-25,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 70,ΠΑΡΑΛΊΑ ΣΤΕΦΑΝΙΆ,20.0,5.0,15.0,0.0," 38°23'33.48""N, 23°51'58.24""E",South,Mixed,4100.0,,1025.0,,1.0,0.0,1,0,Typhoon1,913,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,826,2,Winter,38.392633,23.866178,Calm,0.0
,827.0,2020-02-25,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 71,ΠΑΡΑΛΊΑ ΑΜΑΡΎΝΘΟΣ,25.0,3.0,22.0,0.0," 38°23'6.37""N, 23°53'32.08""E",South,Sand,8037.0,,456.0,,1.0,0.0,1,1,Typhoon1,914,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,827,2,Winter,38.385103,23.892244,Calm,0.0
,828.0,2020-02-25,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 72,ΠΑΡΑΛΊΑ ΓΕΡΆΝΙ,23.0,5.0,18.0,0.0," 38°23'7.43""N, 23°54'17.72""E",South,Mixed,6558.0,,228.0,,1.0,0.0,1,0,Typhoon1,915,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,828,2,Winter,38.385397,23.904922,Calm,0.0
154,829.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 73,ΠΑΡΑΛΊΑ ΑΣΤΈΡΙΑ,0.0,0.0,0.0,0.0," 38°27'59.36""N, 23°35'17.68""E",North,,,,,,0.0,1.0,,,Typhoon1,916,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,829,2,Winter,38.466489,23.588244,NW,2.0
,830.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 74,ΠΑΡΑΛΊΑ ΡΟΔΙΈΣ,7.0,1.0,6.0,0.0," 38°28'32.95""N, 23°35'16.16""E",North,Sand,376.0,,94.0,,1.0,0.0,1,1,Typhoon1,917,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,830,2,Winter,38.475819,23.587822,NW,2.0
,831.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 75,ΠΑΡΑΛΊΑ ΣΟΥΒΆΛΑ,42.0,3.0,39.0,0.0," 38°28'5.60""N, 23°35'44.20""E",North,Sand,2199.0,,158.0,,1.0,0.0,1,1,Typhoon1,918,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,831,2,Winter,38.468222,23.595611,NW,2.0
,832.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 76,ΠΑΡΑΛΊΑ ΚΟΥΡΈΝΤΙ,62.0,4.0,58.0,0.0," 38°28'17.76""N, 23°36'10.17""E",North,Sand,4550.0,,263.0,,1.0,0.0,1,1,Typhoon1,919,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,832,2,Winter,38.4716,23.602825,NW,2.0
,833.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 77,ΠΑΡΑΛΊΑ ΠΑΠΑΘΑΝΑΣΊΟΥ,44.0,2.0,42.0,0.0," 38°28'27.86""N, 23°36'20.97""E",North,Mixed,2155.0,,216.0,,1.0,0.0,1,1,Typhoon1,920,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,833,2,Winter,38.474406,23.605825,NW,2.0
,834.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 78,ΠΑΡΑΛΊΑ ΠΛΑΖ ΣΥΚΙΈΣ,152.0,17.0,135.0,0.0," 38°28'23.00""N, 23°36'28.77""E",North,Sand,3216.0,,155.0,,1.0,0.0,1,1,Typhoon1,921,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,834,2,Winter,38.473056,23.607992,NW,2.0
,835.0,2020-02-28,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 79,ΠΑΡΑΛΊΑ ΛΙΑΝΝΊ ΆΜΜΟΣ,318.0,18.0,300.0,0.0," 38°28'13.29""N, 23°37'0.67""E",North,Sand,4620.0,,300.0,,1.0,0.0,1,1,Typhoon1,922,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,835,2,Winter,38.470358,23.616853,NW,2.0
155,836.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 80,ΠΑΡΑΛΊΑ ΝΈΑ ΑΡΤΆΚΗΣ,593.0,123.0,470.0,0.0," 38°30'13.02""N,  23°38'1.86""E",North,Pebbles,6413.0,,574.0,,1.0,0.0,1,1,Typhoon1,923,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,836,3,Spring,38.503617,23.63385,E,1.0
,837.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 81,ΠΑΡΑΛΊΑ ΠΛΑΚΊ,0.0,0.0,0.0,0.0," 38°31'8.03""N, 23°37'45.62""E",North,,,,,,0.0,1.0,,,Typhoon1,924,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,837,3,Spring,38.518897,23.629339,E,1.0
,838.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 82,ΠΑΡΑΛΊΑ ΦΑΝΕΡΩΜΈΝΗΣ,13.0,2.0,11.0,0.0," 38°31'8.87""N,  23°37'49.37""E",North,Mixed,341.0,,33.0,,1.0,0.0,1,1,Typhoon1,925,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,838,3,Spring,38.519131,23.630381,E,1.0
,839.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 83,,0.0,0.0,0.0,0.0," 38°31'43.97""N, 23°37'47.31""E",North,,,,,,0.0,1.0,,,Typhoon1,926,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,839,3,Spring,38.528881,23.629808,E,1.0
,840.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 84,ΠΑΡΑΛΊΑ ΔΡΟΣΣΙΆ,38.0,3.0,35.0,0.0," 38°29'26.09""N, 23°34'6.22""E",North,Sand,2001.0,,162.0,,1.0,0.0,1,0,Typhoon1,927,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,840,3,Spring,38.490581,23.568394,E,1.0
,841.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 85,ΠΑΡΑΛΊΑ ΡΑΖΟΠΟΎΛΑ,153.0,11.0,142.0,0.0," 38°29'42.67""N, 23°33'51.38""E",North,Sand,1210.0,,137.0,,1.0,0.0,1,0,Typhoon1,928,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,841,3,Spring,38.495186,23.564272,E,1.0
,842.0,2020-03-01,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 86,ΠΑΡΑΛΊΑ ΜΠΟΥΡΝΏΝΤΑΣ,9.0,1.0,8.0,0.0," 38°29'50.11""N, 23°33'26.18""E",North,Sand,3044.0,,170.0,,1.0,0.0,1,1,Typhoon1,929,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,842,3,Spring,38.497253,23.557272,E,1.0
156,843.0,2020-03-02,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 87,ΠΑΡΑΛΊΑ ΠΟΛΙΤΙΚΏΝ,20.0,5.0,15.0,0.0," 38°34'39.47""N, 23°31'48.27""E",North,Pebbles,10236.0,,752.0,,1.0,0.0,1,1,Typhoon1,930,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,843,3,Spring,38.577631,23.530075,E,3.0
,844.0,2020-03-02,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 88,,29.0,6.0,23.0,0.0," 38°37'42.45""N, 23°29'41.25""E",North,Mixed,2845.0,,430.0,,1.0,0.0,1,0,Typhoon1,931,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,844,3,Spring,38.628458,23.494792,E,3.0
,845.0,2020-03-02,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 89,ΠΑΡΑΛΊΑ ΔΆΦΝΗ,31.0,4.0,27.0,0.0," 38°37'59.80""N, 23°29'32.20""E",North,Mixed,3350.0,,406.0,,1.0,0.0,1,1,Typhoon1,932,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,845,3,Spring,38.633278,23.492278,E,3.0
,846.0,2020-03-02,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 90,ΠΑΡΑΛΊΑ ΑΛΎΚΕΣ,90.0,10.0,80.0,0.0," 38°29'51.52""N, 23°31'53.67""E",North,Mixed,34900.0,,1097.0,,1.0,0.0,1,1,Typhoon1,933,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,846,3,Spring,38.497644,23.531575,E,3.0
,847.0,2020-03-02,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 91,ΠΑΡΑΛΊΑ ΚΟΚΌΣΣΙ,0.0,0.0,0.0,0.0," 38°29'28.01""N, 23°28'21.95""E",North,,,,,,0.0,1.0,,,Typhoon1,934,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,847,3,Spring,38.491114,23.472764,E,3.0
,848.0,2020-03-02,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 92,ΠΑΡΑΛΊΑ ΑΝΤΊΔΟΝΑ,57.0,10.0,47.0,0.0," 38°29'52.88""N, 23°24'50.27""E",North,Pebbles,10904.0,,668.0,,1.0,0.0,1,0,Typhoon1,935,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,848,3,Spring,38.498022,23.413964,E,3.0
157,849.0,2020-03-03,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 93,ΠΑΡΑΛΊΑ ΕΥΓΕΝΊΑΣ Ά,21.0,4.0,17.0,0.0," 38°39'12.51""N, 23°13'58.45""E",West,Pebbles,4366.0,,390.0,,1.0,0.0,1,1,Typhoon1,936,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,849,3,Spring,38.653475,23.232903,SE,3.0
,850.0,2020-03-03,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 94,ΠΑΡΑΛΊΑ ΒΛΙΧΆΔΑ,36.0,11.0,25.0,0.0," 38°39'23.18""N, 23°13'39.13""E",West,Pebbles,4715.0,,353.0,,1.0,0.0,1,1,Typhoon1,937,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,850,3,Spring,38.656439,23.227536,SE,3.0
158,851.0,2020-03-05,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 95,ΠΑΡΑΛΊΑ ΔΙΑΜΑΝΤΟΠΟΎΛΟΥ,11.0,2.0,9.0,0.0," 38°40'15.44""N, 23°10'3.78""E",East,Mixed,751.0,,77.0,,1.0,0.0,1,0,Typhoon1,938,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,851,3,Spring,38.670956,23.167717,NW,2.0
,852.0,2020-03-05,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 96,ΠΑΡΑΛΊΑ ΒΟΥΓΙΟΥΚΛΆΚΙ,16.0,5.0,11.0,0.0," 38°39'58.96""N, 23°10'26.19""E",East,Mixed,1517.0,,140.0,,1.0,0.0,0,0,Typhoon1,939,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,852,3,Spring,38.666378,23.173942,NW,2.0
,853.0,2020-03-05,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 97,ΠΑΡΑΛΊΑ ΤΡΑΓΑΝΆ,31.0,4.0,27.0,0.0," 38°37'58.38""N, 23° 7'37.86""E",North,Mixed,5312.0,,688.0,,1.0,0.0,1,0,Typhoon1,940,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,853,3,Spring,38.632883,23.127183,NW,2.0
,854.0,2020-03-05,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 98,,272.0,34.0,238.0,0.0," 38°38'3.68""N, 23° 5'56.61""E",North,Rocky,6000.0,,1500.0,,1.0,0.0,1,0,Typhoon1,941,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,854,3,Spring,38.634356,23.099058,NW,2.0
159,855.0,2020-03-06,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 99,ΠΑΡΑΛΊΑ ΓΑΛΑΤΆΚΙ,21.0,10.0,11.0,0.0," 38°42'59.66""N, 23°21'52.69""E",South,Pebbles,7194.0,,668.0,,1.0,0.0,1,0,Typhoon1,942,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,855,3,Spring,38.716572,23.364636,SE,2.0
,856.0,2020-03-06,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 100,ΠΑΡΑΛΊΑ ΚΙΌΣΚΙ,29.0,6.0,23.0,0.0," 38°45'13.81""N, 23°19'39.74""E",South,Pebbles,2388.0,,304.0,,1.0,0.0,1,0,Typhoon1,943,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,856,3,Spring,38.753836,23.327706,SE,2.0
,857.0,2020-03-06,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 101,ΠΑΡΑΛΊΑ ΚΟΧΎΛΙ,66.0,9.0,57.0,0.0," 38°46'12.08""N, 23°17'45.60""E",South,Pebbles,8308.0,,625.0,,1.0,0.0,1,1,Typhoon1,944,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,857,3,Spring,38.770022,23.296,SE,2.0
,858.0,2020-03-06,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 102,ΠΑΡΑΛΊΑ ΗΡΑΚΛΉΣ,36.0,10.0,26.0,0.0," 38°48'2.07""N, 23°14'14.00""E",South,Pebbles,11840.0,,467.0,,1.0,0.0,1,1,Typhoon1,945,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,858,3,Spring,38.800575,23.237222,SE,2.0
,859.0,2020-03-06,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 103,ΠΑΡΑΛΊΑ ΡΟΒΙΈΣ,74.0,12.0,62.0,0.0," 38°48'5.47""N, 23°13'58.33""E",South,Pebbles,10550.0,,627.0,,1.0,0.0,1,1,Typhoon1,946,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,859,3,Spring,38.801519,23.232869,SE,2.0
,860.0,2020-03-06,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 104,ΠΑΡΑΛΊΑ ΙΛΊΑ,14.0,4.0,10.0,0.0," 38°50'47.62""N, 23° 7'10.96""E",South,Pebbles,1628.0,,169.0,,1.0,0.0,1,1,Typhoon1,947,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,860,3,Spring,38.846561,23.119711,SE,2.0
160,861.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 105,ΠΑΡΑΛΊΑ ΠΛΎΣΤΡΑ ΛΙΒΑΝΑΤΏΝ,28.0,4.0,24.0,0.0," 38°43'34.40""N, 23° 3'25.43""E",East,Mixed,334.0,,89.0,,1.0,0.0,1,0,Typhoon1,948,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,861,3,Spring,38.726222,23.057064,SE,4.0
,862.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 106,ΠΑΡΑΛΊΑ ΣΧΟΙΝΊΑ ΛΙΒΑΝΆΤΕΣ,27.0,4.0,23.0,0.0," 38°44'5.41""N, 23° 2'58.51""E",East,Sand,7760.0,,970.0,,1.0,0.0,1,1,Typhoon1,949,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,862,3,Spring,38.734836,23.049586,SE,4.0
,863.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 107,ΠΑΡΑΛΊΑ ΚΑΛΆΜΙΑ ΑΡΚΊΤΣΑ,9.0,2.0,7.0,0.0," 38°44'45.02""N, 23° 2'28.76""E",East,Sand,4497.0,,396.0,,1.0,0.0,1,0,Typhoon1,950,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,863,3,Spring,38.745839,23.041322,SE,4.0
,864.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 108,ΠΑΡΑΛΊΑ ΜΕΓΆΛΗΣ ΣΟΥΒΆΛΑΣ ΑΡΚΊΤΣΑΣ,23.0,5.0,18.0,0.0," 38°45'18.11""N, 23° 1'50.69""E",North,Sand,8739.0,,630.0,,1.0,0.0,1,1,Typhoon1,951,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,864,3,Spring,38.755031,23.030747,SE,4.0
,865.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 109,ΠΑΡΑΛΊΑ ΚΆΛΑΜΟΣ,7.0,1.0,6.0,0.0," 38°46'35.32""N, 22°53'54.38""E",North,Mixed,9190.0,,354.0,,1.0,0.0,1,1,Typhoon1,952,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,865,3,Spring,38.776478,22.898439,SE,4.0
,866.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 110,ΠΑΡΑΛΊΑ ΚΆΛΑΜΟΣ,44.0,6.0,38.0,0.0," 38°46'29.91""N, 22°53'48.51""E",North,Pebbles,3780.0,,272.0,,1.0,0.0,1,1,Typhoon1,953,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,866,3,Spring,38.774975,22.896808,SE,4.0
,867.0,2020-03-07,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 111,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΩΝΣΤΑΝΤΊΝΟΣ,64.0,8.0,56.0,0.0," 38°45'23.27""N, 22°52'23.98""E",North,Mixed,3960.0,,397.0,,1.0,0.0,1,1,Typhoon1,954,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,867,3,Spring,38.756464,22.873328,SE,4.0
161,868.0,2020-03-08,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 112,,147.0,17.0,130.0,0.0," 38°53'8.07""N, 22°58'40.04""E",South,Mixed,834.0,,196.0,,1.0,0.0,1,0,Typhoon1,955,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,868,3,Spring,38.885575,22.977789,E,4.0
,869.0,2020-03-08,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 113,ΠΑΡΑΛΊΑ ΜΎΛΟΣ ΓΙΆΛΤΡΑ,26.0,1.0,25.0,0.0," 38°52'20.46""N, 22°58'42.94""E",South,Sand,1630.0,,339.0,,1.0,0.0,1,0,Typhoon1,956,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,869,3,Spring,38.87235,22.978594,E,4.0
,870.0,2020-03-08,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 114,ΠΑΡΑΛΊΑ ΛΟΥΤΡΆ ΓΙΑΛΤΡΆ,20.0,0.0,20.0,0.0," 38°51'2.31""N, 22°59'18.30""E",South,Sand,1368.0,,101.0,,1.0,0.0,1,1,Typhoon1,957,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,870,3,Spring,38.850642,22.988417,E,4.0
,871.0,2020-03-08,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 115,ΠΑΡΑΛΊΑ ΧΡΥΣΉ ΑΚΤΉ,0.0,0.0,0.0,0.0," 38°50'6.41""N, 22°56'46.77""E",South,,,,,,0.0,1.0,,,Typhoon1,958,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,871,3,Spring,38.835114,22.946325,E,4.0
,872.0,2020-03-08,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 116,ΠΑΡΑΛΊΑ ΓΡΕΓΟΡΛΊΜΑΝΟ,0.0,0.0,0.0,0.0," 38°50'2.07""N, 22°56'18.75""E",South,,,,,,0.0,1.0,,,Typhoon1,959,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,872,3,Spring,38.833908,22.938542,E,4.0
,873.0,2020-03-08,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 117,ΠΑΡΑΛΊΑ ΓΡΕΓΟΡΛΊΜΑΝΟ,0.0,0.0,0.0,0.0," 38°50'2.66""N, 22°56'8.17""E",South,,,,,,0.0,1.0,,,Typhoon1,960,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,873,3,Spring,38.834072,22.935603,E,4.0
162,874.0,2020-03-09,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 118,ΠΑΡΑΛΊΑ ΑΣΠΡΟΝΈΡΙ ΆΓΙΟΣ ΚΩΝΣΤΑΝΤΊΝΟΣ,40.0,5.0,35.0,0.0," 38°47'14.14""N, 22°49'17.48""E",North,Pebbles,11546.0,,754.0,,1.0,0.0,1,1,Typhoon1,961,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,874,3,Spring,38.787261,22.821522,W,2.0
,875.0,2020-03-09,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 119,ΠΑΡΑΛΊΑ ΡΟΔΙΆ,8.0,2.0,6.0,0.0," 38°46'58.91""N, 22°47'19.09""E",North,Mixed,6023.0,,443.0,,1.0,0.0,1,1,Typhoon1,962,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,875,3,Spring,38.783031,22.788636,W,2.0
,876.0,2020-03-09,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 120,ΠΑΡΑΛΊΑ ΑΓΊΟΥ ΠΑΝΤΕΛΕΉΜΟΝΑ,0.0,0.0,0.0,0.0," 38°46'37.92""N, 22°46'49.19""E",North,,,,,,0.0,1.0,,,Typhoon1,963,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,876,3,Spring,38.7772,22.780331,W,2.0
,877.0,2020-03-09,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 121,ΠΑΡΑΛΊΑ ΚΑΜΈΝΑ ΒΟΎΡΛΑ,0.0,0.0,0.0,0.0," 38°46'36.59""N, 22°46'37.50""E",North,,,,,,0.0,1.0,,,Typhoon1,964,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,877,3,Spring,38.776831,22.777083,W,2.0
,878.0,2020-03-09,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 122,ΠΑΡΑΛΊΑ ΚΑΜΈΝΑ ΒΟΎΡΛΑ,22.0,8.0,14.0,0.0," 38°46'38.82""N, 22°46'22.79""E",North,Mixed,5777.0,,407.0,,1.0,0.0,1,1,Typhoon1,965,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,878,3,Spring,38.77745,22.772997,W,2.0
,879.0,2020-03-09,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 123,ΠΑΡΑΛΊΑ ΆΓΙΟΥ ΣΑΡΑΦΕΊΜ,7.0,2.0,5.0,0.0," 38°49'29.32""N, 22°43'18.02""E",North,Mixed,3165.0,,367.0,,1.0,0.0,1,0,Typhoon1,966,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,879,3,Spring,38.824811,22.721672,W,2.0
163,880.0,2020-03-10,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 124,ΠΑΡΑΛΊΑ ΜΏΛΟΥ,12.0,2.0,10.0,0.0," 38°50'0.83""N, 22°39'8.96""E",North,Mixed,2353.0,,239.0,,1.0,0.0,1,1,Typhoon1,967,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,880,3,Spring,38.833564,22.652489,W,2.0
,881.0,2020-03-10,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 125,ΠΑΡΑΛΊΑ ΜΑΡΊΝΙ,0.0,0.0,0.0,0.0," 38°52'55.84""N, 22°40'27.17""E",South,,,,,,0.0,1.0,,,Typhoon1,968,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,881,3,Spring,38.882178,22.674214,W,2.0
,882.0,2020-03-10,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 126,ΠΑΡΑΛΊΑ ΔΡΈΠΑΝΟ,18.0,3.0,15.0,0.0," 38°52'11.01""N, 22°45'23.66""E",South,Mixed,11808.0,,532.0,,1.0,0.0,1,1,Typhoon1,969,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,882,3,Spring,38.869725,22.756572,W,2.0
,883.0,2020-03-10,ΦΘΙΏΤΙΔΑ ΠΑΡΑΛΊΑ 127,ΠΑΡΑΛΊΑ ΡΑΧΏΝ,0.0,0.0,0.0,0.0," 38°52'48.78""N, 22°46'40.78""E",South,,,,,,0.0,1.0,,,Typhoon1,970,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,883,3,Spring,38.880217,22.777994,W,2.0
,884.0,2020-03-10,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 128,ΠΑΡΑΛΊΑ ΚΆΒΟΣ,41.0,7.0,34.0,0.0," 38°49'34.77""N, 22°49'46.92""E",West,Mixed,4996.0,,321.0,,1.0,0.0,1,1,Typhoon1,971,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,884,3,Spring,38.826325,22.8297,W,2.0
,885.0,2020-03-10,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 129,ΠΑΡΑΛΊΑ ΚΆΒΟΣ,32.0,5.0,27.0,0.0," 38°49'41.42""N, 22°49'50.31""E",West,Mixed,14191.0,,650.0,,1.0,0.0,1,1,Typhoon1,972,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,885,3,Spring,38.828172,22.830642,W,2.0
,886.0,2020-03-10,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 130,,54.0,8.0,46.0,0.0," 38°50'13.40""N, 22°50'1.30""E",West,Mixed,18008.0,,1156.0,,1.0,0.0,1,1,Typhoon1,973,ΕΥΒΟΙΑ - ΣΤΕΡΕΑ,886,3,Spring,38.837056,22.833694,W,2.0
